Timestamp,Method,Model,PromptTokens,CompletionTokens,CachedTokens,CacheWriteTokens,AudioInputTokens,VideoInputTokens,ReasoningTokens,AudioOutputTokens,ImageOutputTokens,Cost
2025-11-25T19:02:50.516Z,chat/completions,gpt-5,,,,,,,,,,14.9
2025-11-25T19:10:00.675Z,chat/completions,gpt-5,,,,,,,,,,15.16
2025-11-25T19:14:04.574Z,chat/completions,gpt-5,,,,,,,,,,17.27
2025-11-25T19:15:47.767Z,chat/completions,gpt-5,,,,,,,,,,18.49
2025-11-25T19:25:36.902Z,chat/completions,gpt-5,,,,,,,,,,9.87
2025-11-25T19:27:36.511Z,chat/completions,gpt-5,,,,,,,,,,15.75
2025-11-25T19:27:41.462Z,chat/completions,gpt-5-codex,,,,,,,,,,13.06
2025-11-25T19:28:09.375Z,chat/completions,gpt-5-codex,,,,,,,,,,44.65
2025-11-25T19:28:40.677Z,chat/completions,gpt-5-codex,,,,,,,,,,1.99
2025-11-25T19:35:10.055Z,chat/completions,gpt-5-codex,,,,,,,,,,4.63
2025-11-25T19:43:02.874Z,chat/completions,gpt-5-codex,,,,,,,,,,4.67
2025-11-25T19:45:30.993Z,chat/completions,gpt-5,,,,,,,,,,50.97
2025-11-25T19:49:24.981Z,chat/completions,gpt-5,,,,,,,,,,52.23
2025-11-25T19:51:29.222Z,chat/completions,gpt-5,,,,,,,,,,29.12
2025-11-25T19:52:39.446Z,chat/completions,gpt-5,,,,,,,,,,25.91
2025-11-25T19:56:18.406Z,chat/completions,gpt-5,,,,,,,,,,25.93
2025-11-25T20:02:28.448Z,chat/completions,gpt-5,,,,,,,,,,12.65
2025-11-25T20:05:03.468Z,chat/completions,gpt-5,,,,,,,,,,13.86
2025-11-25T20:05:50.587Z,chat/completions,gpt-5,,,,,,,,,,23.2
2025-11-25T20:08:25.928Z,chat/completions,gpt-5,,,,,,,,,,40.58
2025-11-25T20:10:46.273Z,chat/completions,gpt-5,,,,,,,,,,32.88
2025-11-25T20:13:40.354Z,chat/completions,gpt-5,,,,,,,,,,25
2025-11-25T20:13:44.130Z,chat/completions,gpt-5,,,,,,,,,,33.09
2025-11-25T20:14:21.968Z,chat/completions,gpt-5-codex,,,,,,,,,,12.4
2025-11-25T20:17:20.824Z,chat/completions,gpt-5-codex,,,,,,,,,,30.97
2025-11-25T20:19:18.607Z,chat/completions,gpt-5,,,,,,,,,,42.22
2025-11-25T20:20:30.447Z,chat/completions,gpt-5-codex,,,,,,,,,,25.52
2025-11-25T20:21:33.504Z,chat/completions,gpt-5,,,,,,,,,,36.29
2025-11-25T20:22:08.651Z,chat/completions,gpt-5,,,,,,,,,,28.01
2025-11-25T20:24:33.409Z,chat/completions,gpt-5,,,,,,,,,,31.92
2025-11-25T20:26:05.825Z,chat/completions,gpt-5-codex,,,,,,,,,,12.6
2025-11-25T20:26:43.055Z,chat/completions,gpt-5,,,,,,,,,,19.13
2025-11-25T20:27:26.496Z,chat/completions,gpt-5,,,,,,,,,,21.84
2025-11-25T20:30:29.555Z,chat/completions,gpt-5,,,,,,,,,,11.06
2025-11-25T20:34:44.678Z,chat/completions,gpt-5,,,,,,,,,,15.01
2025-11-25T20:37:24.024Z,chat/completions,gpt-5,,,,,,,,,,31
2025-11-25T20:41:20.582Z,chat/completions,gpt-5,,,,,,,,,,28.42
2025-11-25T20:42:37.527Z,chat/completions,gpt-5,,,,,,,,,,14.43
2025-11-25T20:42:37.605Z,chat/completions,gpt-5,,,,,,,,,,26.38
2025-11-25T20:43:28.143Z,chat/completions,gpt-5,,,,,,,,,,27
2025-11-25T20:47:00.836Z,chat/completions,gpt-5,,,,,,,,,,19.7
2025-11-25T20:47:40.612Z,chat/completions,gpt-5,,,,,,,,,,24.73
2025-11-25T20:50:26.493Z,chat/completions,gpt-5,,,,,,,,,,21.63
2025-11-25T20:51:58.703Z,chat/completions,gpt-5,,,,,,,,,,20.67
2025-11-25T20:53:30.620Z,chat/completions,gpt-5,,,,,,,,,,24.02
2025-11-25T20:55:48.157Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.15
2025-11-25T20:56:21.642Z,chat/completions,gpt-5,,,,,,,,,,10.96
2025-11-25T20:58:43.576Z,chat/completions,gpt-5,,,,,,,,,,37.42
2025-11-25T20:59:05.345Z,chat/completions,gpt-5,,,,,,,,,,27.27
2025-11-25T21:00:48.939Z,chat/completions,gpt-5,,,,,,,,,,7
2025-11-25T21:03:01.396Z,chat/completions,gpt-5,,,,,,,,,,26.29
2025-11-25T21:03:04.577Z,chat/completions,gpt-5,,,,,,,,,,23.03
2025-11-25T21:03:56.857Z,chat/completions,gpt-5,,,,,,,,,,23.99
2025-11-25T21:05:31.230Z,chat/completions,gpt-5,,,,,,,,,,8.34
2025-11-25T21:05:31.544Z,chat/completions,gpt-4.1-mini,,,,,,,,,,1.19
2025-11-25T21:07:16.009Z,chat/completions,gpt-5,,,,,,,,,,32.76
2025-11-25T21:10:06.158Z,chat/completions,gpt-5,,,,,,,,,,27.43
2025-11-25T21:10:17.555Z,chat/completions,gpt-5,,,,,,,,,,16.97
2025-11-25T21:19:01.860Z,chat/completions,gpt-5,,,,,,,,,,14.59
2025-11-25T21:24:52.428Z,chat/completions,gpt-5,,,,,,,,,,18.14
2025-11-25T21:25:41.314Z,chat/completions,gpt-5,,,,,,,,,,26.75
2025-11-25T21:26:13.500Z,chat/completions,gpt-5,,,,,,,,,,14.07
2025-11-25T21:27:53.584Z,chat/completions,gpt-5,,,,,,,,,,30.49
2025-11-25T21:30:21.519Z,chat/completions,gpt-5,,,,,,,,,,12.27
2025-11-25T21:32:42.577Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.42
2025-11-25T21:32:58.126Z,chat/completions,gpt-5,,,,,,,,,,3.52
2025-11-25T21:33:04.487Z,chat/completions,gpt-5,,,,,,,,,,31
2025-11-25T21:35:10.085Z,chat/completions,gpt-5,,,,,,,,,,13.04
2025-11-25T21:36:34.386Z,chat/completions,gpt-5,,,,,,,,,,26.32
2025-11-25T21:36:51.457Z,chat/completions,gpt-5,,,,,,,,,,13.94
2025-11-25T21:37:52.349Z,chat/completions,gpt-5,,,,,,,,,,27.52
2025-11-25T21:38:16.124Z,chat/completions,gpt-5,,,,,,,,,,12.98
2025-11-25T21:40:47.382Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.08
2025-11-25T21:43:56.652Z,chat/completions,gpt-5,,,,,,,,,,25.55
2025-11-25T21:57:50.120Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.09
2025-11-25T22:11:57.150Z,chat/completions,gpt-5,,,,,,,,,,23.82
2025-11-25T22:14:22.743Z,chat/completions,gpt-5,,,,,,,,,,19.83
2025-11-25T22:15:17.830Z,chat/completions,gpt-5,,,,,,,,,,27.4
2025-11-25T22:17:01.118Z,chat/completions,gpt-5,,,,,,,,,,25.92
2025-11-26T05:56:33.949Z,chat/completions,gpt-5,,,,,,,,,,27.74
2025-11-26T06:02:33.771Z,chat/completions,gpt-5,,,,,,,,,,26.86
2025-11-26T06:12:23.309Z,chat/completions,gpt-5,,,,,,,,,,27.04
2025-11-26T06:13:48.447Z,chat/completions,gpt-5,,,,,,,,,,27.01
2025-11-26T06:15:53.379Z,chat/completions,gpt-5,,,,,,,,,,27.13
2025-11-26T06:16:50.683Z,chat/completions,gpt-5,,,,,,,,,,25.65
2025-11-26T06:18:10.050Z,chat/completions,gpt-5,,,,,,,,,,29.04
2025-11-26T06:19:06.051Z,chat/completions,gpt-4.1,,,,,,,,,,0.55
2025-11-26T06:20:36.619Z,chat/completions,gpt-5,,,,,,,,,,5.39
2025-11-26T06:30:04.178Z,chat/completions,gpt-5,,,,,,,,,,27.36
2025-11-26T06:32:30.214Z,chat/completions,gpt-5,,,,,,,,,,27.66
2025-11-26T06:35:06.972Z,chat/completions,gpt-5-codex,,,,,,,,,,5.25
2025-11-26T06:35:33.735Z,chat/completions,gpt-5-codex,,,,,,,,,,2.93
2025-11-26T06:49:18.749Z,chat/completions,gpt-5,,,,,,,,,,8.9
2025-11-26T06:49:36.061Z,chat/completions,gpt-5-codex,,,,,,,,,,1.97
2025-11-26T06:51:23.281Z,chat/completions,gpt-5,,,,,,,,,,6.95
2025-11-26T06:53:09.527Z,chat/completions,gpt-5,,,,,,,,,,6.38
2025-11-26T06:53:56.166Z,chat/completions,gpt-5,,,,,,,,,,6.76
2025-11-26T08:31:54.879Z,chat/completions,gpt-5,,,,,,,,,,5.93
2025-11-26T08:44:06.509Z,chat/completions,gpt-5,,,,,,,,,,22.68
2025-11-26T08:48:47.341Z,chat/completions,gpt-5,,,,,,,,,,25.64
2025-11-26T08:50:44.346Z,chat/completions,gpt-5,,,,,,,,,,18.58
2025-11-26T09:19:34.018Z,chat/completions,gpt-5,,,,,,,,,,18.9
2025-11-26T09:32:30.590Z,chat/completions,gpt-5,,,,,,,,,,16.46
2025-11-26T09:39:17.618Z,chat/completions,gpt-5,,,,,,,,,,13.58
2025-11-26T09:41:13.119Z,chat/completions,gpt-5,,,,,,,,,,20.65
2025-11-26T09:58:27.552Z,chat/completions,gpt-5,,,,,,,,,,26.75
2025-11-26T10:10:57.462Z,chat/completions,gpt-5,,,,,,,,,,18.06
2025-11-26T10:17:50.281Z,chat/completions,gpt-5,,,,,,,,,,24.06
2025-11-26T10:23:49.690Z,chat/completions,gpt-5,,,,,,,,,,19.66
2025-11-26T10:25:23.299Z,chat/completions,gpt-5,,,,,,,,,,20.65
2025-11-26T10:28:46.065Z,chat/completions,gpt-5,,,,,,,,,,19.09
2025-11-26T10:29:49.272Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.07
2025-11-26T10:31:09.240Z,chat/completions,gpt-5,,,,,,,,,,21.81
2025-11-26T10:36:06.001Z,chat/completions,gpt-5,,,,,,,,,,6.52
2025-11-26T10:36:56.854Z,chat/completions,gpt-5,,,,,,,,,,23.33
2025-11-26T10:38:57.282Z,chat/completions,gpt-5,,,,,,,,,,21.64
2025-11-26T10:40:26.355Z,chat/completions,gpt-5,,,,,,,,,,7.54
2025-11-26T10:43:58.365Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.08
2025-11-26T10:44:13.344Z,chat/completions,gpt-5,,,,,,,,,,22.14
2025-11-26T10:45:16.768Z,chat/completions,gpt-5,,,,,,,,,,20.67
2025-11-26T10:50:26.965Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.07
2025-11-26T10:51:39.836Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.1
2025-11-26T11:25:50.690Z,chat/completions,gpt-5,,,,,,,,,,18.87
2025-11-26T11:26:38.320Z,chat/completions,gpt-5,,,,,,,,,,4.33
2025-11-26T11:30:12.746Z,chat/completions,gpt-5,,,,,,,,,,7.73
2025-11-26T11:32:10.259Z,chat/completions,gpt-5,,,,,,,,,,4.95
2025-11-26T11:32:52.437Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.06
2025-11-26T11:34:04.605Z,chat/completions,gpt-5,,,,,,,,,,7.76
2025-11-26T11:34:22.628Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.07
2025-11-26T12:16:13.160Z,chat/completions,o4-mini,,,,,,,,,,1.09
2025-11-26T12:19:09.703Z,chat/completions,o4-mini,,,,,,,,,,0.55
2025-11-26T15:50:09.055Z,chat/completions,gpt-5,,,,,,,,,,10.2
2025-11-26T17:41:25.623Z,chat/completions,gpt-5,,,,,,,,,,25.37
2025-11-26T17:44:19.535Z,chat/completions,gpt-5,,,,,,,,,,19.3
2025-11-26T17:46:40.132Z,chat/completions,gpt-5,,,,,,,,,,18.09
2025-11-26T17:49:44.141Z,chat/completions,gpt-5,,,,,,,,,,7.53
2025-11-26T17:51:33.768Z,chat/completions,gpt-5,,,,,,,,,,18.38
2025-11-26T17:55:34.903Z,chat/completions,gpt-5,,,,,,,,,,19.01
2025-11-26T18:06:28.921Z,chat/completions,gpt-5,,,,,,,,,,21.97
2025-11-26T18:08:22.698Z,chat/completions,gpt-5,,,,,,,,,,20.68
2025-11-26T18:09:07.096Z,chat/completions,gpt-5-codex,,,,,,,,,,23.87
2025-11-26T18:12:41.916Z,chat/completions,gpt-5-codex,,,,,,,,,,17.31
2025-11-26T18:12:54.564Z,chat/completions,gpt-5,,,,,,,,,,20.15
2025-11-26T18:26:09.723Z,chat/completions,gpt-5,,,,,,,,,,21.3
2025-11-26T18:27:37.571Z,chat/completions,gpt-5,,,,,,,,,,22.07
2025-11-26T18:31:00.831Z,chat/completions,gpt-5,,,,,,,,,,6.92
2025-11-26T18:32:47.889Z,chat/completions,gpt-5,,,,,,,,,,21.52
2025-11-26T18:34:04.208Z,chat/completions,gpt-5,,,,,,,,,,5.96
2025-11-26T18:37:41.053Z,chat/completions,gpt-5,,,,,,,,,,20.51
2025-11-26T18:39:11.897Z,chat/completions,gpt-5,,,,,,,,,,19.93
2025-11-26T18:41:13.572Z,chat/completions,gpt-5,,,,,,,,,,19.89
2025-11-26T18:44:13.579Z,chat/completions,gpt-5,,,,,,,,,,24.53
2025-11-26T18:46:18.997Z,chat/completions,gpt-5-codex,,,,,,,,,,4.83
2025-11-26T18:46:32.160Z,chat/completions,gpt-5-codex,,,,,,,,,,36.96
2025-11-26T18:47:49.284Z,chat/completions,gpt-4.1-mini,,,,,,,,,,1.19
2025-11-26T20:06:06.254Z,chat/completions,gpt-5,,,,,,,,,,53.48
2025-11-26T20:08:49.085Z,chat/completions,gpt-5,,,,,,,,,,29.3
2025-11-26T20:24:43.357Z,chat/completions,gpt-5,,,,,,,,,,14.73
2025-11-26T20:30:22.303Z,chat/completions,gpt-5,,,,,,,,,,53.77
2025-11-26T20:31:14.960Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.43
2025-11-26T20:44:22.627Z,chat/completions,gpt-5,,,,,,,,,,7.79
2025-11-26T20:46:30.693Z,chat/completions,gpt-5,,,,,,,,,,7.32
2025-11-26T20:50:43.722Z,chat/completions,gpt-5,,,,,,,,,,22.15
2025-11-26T20:57:40.335Z,chat/completions,gpt-5,,,,,,,,,,12.62
2025-11-26T21:01:09.479Z,chat/completions,gpt-4.1,,,,,,,,,,0.78
2025-11-26T21:01:17.406Z,chat/completions,gpt-5,,,,,,,,,,14.2
2025-11-26T21:01:54.263Z,chat/completions,gpt-4.1,,,,,,,,,,0.9
2025-11-26T21:07:14.223Z,chat/completions,gpt-5,,,,,,,,,,19.91
2025-11-26T21:10:48.213Z,chat/completions,gpt-5,,,,,,,,,,25.29
2025-11-26T21:12:23.553Z,chat/completions,gpt-5,,,,,,,,,,25.65
2025-11-26T21:16:28.033Z,chat/completions,gpt-5,,,,,,,,,,30.35
2025-11-26T21:20:09.636Z,chat/completions,gpt-5,,,,,,,,,,34.12
2025-11-26T21:33:31.719Z,chat/completions,gpt-5,,,,,,,,,,35.79
2025-11-27T06:06:06.312Z,chat/completions,gpt-5,,,,,,,,,,41.83
2025-11-27T06:14:02.246Z,chat/completions,gpt-5,,,,,,,,,,36.06
2025-11-27T07:11:06.887Z,chat/completions,gpt-5,,,,,,,,,,27.99
2025-11-27T07:53:56.007Z,chat/completions,gpt-5,,,,,,,,,,28.25
2025-11-27T08:01:02.642Z,chat/completions,gpt-5,,,,,,,,,,33.79
2025-11-27T08:02:54.996Z,chat/completions,gpt-5,,,,,,,,,,29.81
2025-11-27T08:08:55.730Z,chat/completions,gpt-5,,,,,,,,,,38.17
2025-11-27T08:39:15.022Z,chat/completions,gpt-5,,,,,,,,,,34.76
2025-11-27T08:45:53.807Z,chat/completions,gpt-5,,,,,,,,,,35.73
2025-11-27T08:46:03.426Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.86
2025-11-27T08:47:47.761Z,chat/completions,gpt-5,,,,,,,,,,34.91
2025-11-27T08:52:19.636Z,chat/completions,gpt-5,,,,,,,,,,34.86
2025-11-27T08:55:58.887Z,chat/completions,gpt-5,,,,,,,,,,35.01
2025-11-27T08:57:50.869Z,chat/completions,gpt-5,,,,,,,,,,35.22
2025-11-27T09:06:27.875Z,chat/completions,gpt-5,,,,,,,,,,37.03
2025-11-27T09:09:53.919Z,chat/completions,gpt-5,,,,,,,,,,35.24
2025-11-27T09:17:14.755Z,chat/completions,gpt-5,,,,,,,,,,36.27
2025-11-27T09:20:20.027Z,chat/completions,gpt-5,,,,,,,,,,37.5
2025-11-27T09:42:44.875Z,chat/completions,gpt-5,,,,,,,,,,40.52
2025-11-27T09:47:26.428Z,chat/completions,gpt-5,,,,,,,,,,36.56
2025-11-27T09:47:35.082Z,chat/completions,gpt-5,,,,,,,,,,19.3
2025-11-27T09:55:35.726Z,chat/completions,gpt-5,,,,,,,,,,35.83
2025-11-27T09:55:54.878Z,chat/completions,gpt-5,,,,,,,,,,27.36
2025-11-27T09:59:16.439Z,chat/completions,gpt-5,,,,,,,,,,36.62
2025-11-27T10:01:22.258Z,chat/completions,gpt-5,,,,,,,,,,22.07
2025-11-27T10:12:49.226Z,chat/completions,gpt-5,,,,,,,,,,21.47
2025-11-27T10:13:39.093Z,chat/completions,gpt-5,,,,,,,,,,37.43
2025-11-27T10:24:43.536Z,chat/completions,gpt-5,,,,,,,,,,38.11
2025-11-27T10:28:16.312Z,chat/completions,gpt-5,,,,,,,,,,19.43
2025-11-27T11:02:45.859Z,chat/completions,gpt-4o,,,,,,,,,,0.05
2025-11-27T11:03:31.860Z,chat/completions,gpt-5,,,,,,,,,,5.58
2025-11-27T11:55:07.841Z,chat/completions,gpt-5,,,,,,,,,,19.49
2025-11-27T12:22:03.619Z,chat/completions,o4-mini,,,,,,,,,,2.74
2025-11-27T12:24:44.109Z,chat/completions,gpt-5,,,,,,,,,,40.16
2025-11-27T12:25:54.705Z,chat/completions,gpt-5,,,,,,,,,,18.77
2025-11-27T12:26:12.922Z,chat/completions,gpt-5,,,,,,,,,,8.52
2025-11-27T12:28:55.644Z,chat/completions,gpt-5,,,,,,,,,,21.53
2025-11-27T12:37:38.846Z,chat/completions,gpt-5,,,,,,,,,,14.06
2025-11-27T12:42:54.477Z,chat/completions,gpt-5,,,,,,,,,,25.47
2025-11-27T12:48:27.271Z,chat/completions,gpt-5,,,,,,,,,,36.59
2025-11-27T12:49:17.864Z,chat/completions,gpt-5,,,,,,,,,,29.43
2025-11-27T12:58:15.682Z,chat/completions,gpt-5,,,,,,,,,,19.8
2025-11-27T13:10:02.683Z,chat/completions,gpt-5,,,,,,,,,,5.4
2025-11-27T13:10:59.314Z,chat/completions,gpt-5,,,,,,,,,,39.74
2025-11-27T13:35:01.637Z,chat/completions,gpt-5,,,,,,,,,,20.95
2025-11-27T13:37:52.219Z,chat/completions,gpt-5,,,,,,,,,,28.57
2025-11-27T13:42:32.473Z,chat/completions,gpt-5,,,,,,,,,,29.79
2025-11-27T13:44:26.495Z,chat/completions,gpt-5,,,,,,,,,,7.4
2025-11-27T13:47:35.631Z,chat/completions,gpt-5,,,,,,,,,,29.22
2025-11-27T13:55:37.308Z,chat/completions,gpt-4.1-mini,,,,,,,,,,1.1
2025-11-27T14:01:09.320Z,chat/completions,gpt-5,,,,,,,,,,35.38
2025-11-27T14:05:59.618Z,chat/completions,gpt-5,,,,,,,,,,32.36
2025-11-27T14:08:53.023Z,chat/completions,gpt-5,,,,,,,,,,35.65
2025-11-27T14:16:43.515Z,chat/completions,gpt-5,,,,,,,,,,17.03
2025-11-27T14:18:44.013Z,chat/completions,gpt-5,,,,,,,,,,29.23
2025-11-27T14:22:44.280Z,chat/completions,gpt-5-codex,,,,,,,,,,25.99
2025-11-27T14:24:41.473Z,chat/completions,gpt-5,,,,,,,,,,15.2
2025-11-27T14:24:55.381Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.08
2025-11-27T14:27:16.748Z,chat/completions,gpt-5,,,,,,,,,,16.48
2025-11-27T14:28:15.892Z,chat/completions,gpt-5,,,,,,,,,,14.18
2025-11-27T14:29:12.977Z,chat/completions,gpt-5,,,,,,,,,,13.77
2025-11-27T14:29:27.240Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.07
2025-11-27T14:30:40.515Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.07
2025-11-27T14:39:45.469Z,chat/completions,gpt-5,,,,,,,,,,23.22
2025-11-27T14:43:02.322Z,chat/completions,gpt-5,,,,,,,,,,14.58
2025-11-27T14:44:12.066Z,chat/completions,gpt-5,,,,,,,,,,6.99
2025-11-27T14:46:37.537Z,chat/completions,gpt-5,,,,,,,,,,33.45
2025-11-27T14:48:41.317Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.17
2025-11-27T14:50:27.005Z,chat/completions,gpt-5,,,,,,,,,,24.1
2025-11-27T14:56:06.819Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.08
2025-11-27T15:11:09.206Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.34
2025-11-27T15:12:38.420Z,chat/completions,gpt-5,,,,,,,,,,29.92
2025-11-27T15:30:08.613Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.09
2025-11-27T15:31:32.387Z,chat/completions,gpt-5,,,,,,,,,,25.99
2025-11-27T15:33:53.141Z,chat/completions,gpt-5,,,,,,,,,,26.78
2025-11-27T16:01:02.129Z,chat/completions,gpt-5,,,,,,,,,,25.39
2025-11-27T16:03:56.610Z,chat/completions,gpt-5,,,,,,,,,,26.03
2025-11-27T16:06:22.103Z,chat/completions,gpt-5,,,,,,,,,,24.22
2025-11-27T16:08:41.013Z,chat/completions,gpt-5,,,,,,,,,,27.21
2025-11-27T16:12:51.321Z,chat/completions,gpt-5,,,,,,,,,,26.69
2025-11-27T16:16:04.459Z,chat/completions,gpt-5,,,,,,,,,,24.83
2025-11-27T16:23:00.884Z,chat/completions,gpt-5,,,,,,,,,,27.48
2025-11-27T16:28:07.459Z,chat/completions,gpt-5,,,,,,,,,,37.1
2025-11-27T16:42:44.353Z,chat/completions,gpt-5,,,,,,,,,,38.87
2025-11-27T16:46:02.735Z,chat/completions,gpt-5,,,,,,,,,,57.19
2025-11-27T16:48:50.806Z,chat/completions,gpt-5,,,,,,,,,,18.18
2025-11-27T16:55:09.713Z,chat/completions,gpt-5,,,,,,,,,,33.27
2025-11-27T16:57:07.680Z,chat/completions,gpt-5,,,,,,,,,,5.9
2025-11-27T16:59:45.749Z,chat/completions,gpt-5,,,,,,,,,,35.93
2025-11-27T17:01:06.851Z,chat/completions,gpt-5,,,,,,,,,,57.43
2025-11-27T17:06:22.620Z,chat/completions,gpt-5,,,,,,,,,,41.7
2025-11-27T17:06:31.607Z,chat/completions,gpt-5,,,,,,,,,,17.34
2025-11-27T17:09:08.147Z,chat/completions,gpt-5,,,,,,,,,,21.61
2025-11-27T17:12:10.899Z,chat/completions,gpt-5,,,,,,,,,,20.1
2025-11-27T17:13:36.029Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.21
2025-11-27T17:18:41.537Z,chat/completions,gpt-5,,,,,,,,,,18.66
2025-11-27T17:30:39.154Z,chat/completions,gpt-5,,,,,,,,,,16.96
2025-11-28T07:40:23.637Z,chat/completions,gpt-4.1,,,,,,,,,,42.49
2025-11-28T07:41:00.806Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.07
2025-11-28T07:41:14.274Z,chat/completions,gpt-4.1-mini,,,,,,,,,,1.63
2025-11-28T08:44:46.608Z,chat/completions,gpt-5,,,,,,,,,,29.78
2025-11-28T09:36:22.053Z,chat/completions,gpt-5,,,,,,,,,,50.82
2025-11-28T09:38:18.892Z,chat/completions,gpt-5,,,,,,,,,,45.92
2025-11-28T09:41:08.063Z,chat/completions,gpt-5,,,,,,,,,,55.56
2025-11-28T09:43:08.665Z,chat/completions,gpt-5,,,,,,,,,,57.03
2025-11-28T09:46:24.140Z,chat/completions,gpt-5,,,,,,,,,,39.06
2025-11-28T09:50:59.899Z,chat/completions,gpt-4.1-mini,,,,,,,,,,0.07
2025-11-28T10:07:58.169Z,chat/completions,gpt-5,,,,,,,,,,39.31
2025-11-28T10:10:00.808Z,chat/completions,gpt-5,,,,,,,,,,36.32
2025-11-28T10:20:09.368Z,chat/completions,gpt-5,,,,,,,,,,38.17
2025-11-28T10:55:18.609Z,chat/completions,gpt-5,,,,,,,,,,37.86
2025-11-28T10:58:13.581Z,chat/completions,gpt-5,,,,,,,,,,39.59
2025-11-28T11:00:39.885Z,chat/completions,gpt-5,,,,,,,,,,36.29
2025-11-28T11:17:16.346Z,chat/completions,gpt-5,,,,,,,,,,8.05
2025-11-28T14:37:30.941Z,chat/completions,gpt-5,,,,,,,,,,42.01
2025-11-28T14:42:11.393Z,chat/completions,gpt-5,,,,,,,,,,41.16
2025-11-28T16:53:35.455Z,chat/completions,gpt-5,,,,,,,,,,40.42
2025-11-28T18:14:53.290Z,chat/completions,gpt-5,,,,,,,,,,45.51
2025-11-28T19:45:23.632Z,chat/completions,gpt-5,,,,,,,,,,41.24
2025-11-28T19:50:02.261Z,chat/completions,gpt-5,,,,,,,,,,40.68
2025-11-28T19:52:31.048Z,chat/completions,gpt-5,,,,,,,,,,41.43
2025-11-28T19:55:45.154Z,chat/completions,gpt-5,,,,,,,,,,18.16
2025-11-28T20:00:18.540Z,chat/completions,gpt-5,,,,,,,,,,41.74
2025-11-28T20:00:39.437Z,chat/completions,gpt-5,,,,,,,,,,5.52
2025-11-28T20:03:28.159Z,chat/completions,gpt-5,,,,,,,,,,36.55
2025-11-28T20:05:30.320Z,chat/completions,gpt-5,,,,,,,,,,35.93
2025-11-28T20:08:32.113Z,chat/completions,gpt-5,,,,,,,,,,5.81
2025-11-28T20:11:25.005Z,chat/completions,gpt-5,,,,,,,,,,6.54
2025-11-28T20:13:10.900Z,chat/completions,gpt-5,,,,,,,,,,13.37
2025-11-28T20:13:51.428Z,chat/completions,gpt-5,,,,,,,,,,17.3
2025-11-28T20:14:02.909Z,chat/completions,gpt-5,,,,,,,,,,17.1
2025-11-28T20:16:02.689Z,chat/completions,gpt-4.1,,,,,,,,,,9.32
2025-11-28T20:19:17.725Z,chat/completions,gpt-5,,,,,,,,,,15.29
2025-11-28T20:20:55.900Z,chat/completions,gpt-5,,,,,,,,,,13.67
2025-11-28T20:24:37.206Z,chat/completions,gpt-5,,,,,,,,,,13.78
2025-11-28T20:30:36.480Z,chat/completions,gpt-5,,,,,,,,,,12.9
2025-11-28T20:34:30.442Z,chat/completions,gpt-5,,,,,,,,,,20.83
2025-11-28T20:47:13.229Z,chat/completions,gpt-5,,,,,,,,,,8.54
2025-11-28T20:49:24.085Z,chat/completions,gpt-5,,,,,,,,,,8.97
2025-11-28T20:55:14.172Z,chat/completions,gpt-5,,,,,,,,,,26.51
2025-11-28T21:06:53.972Z,chat/completions,gpt-5,,,,,,,,,,24.17
2025-11-28T21:09:38.573Z,chat/completions,gpt-5,,,,,,,,,,24.55
2025-11-28T21:17:09.185Z,chat/completions,gpt-5,,,,,,,,,,26.61
2025-11-28T21:21:59.170Z,chat/completions,gpt-5,,,,,,,,,,17.04
2025-11-29T06:59:08.068Z,chat/completions,gpt-5,,,,,,,,,,10.14
2025-11-29T07:02:08.596Z,chat/completions,gpt-5,,,,,,,,,,16.29
2025-11-29T07:07:08.310Z,chat/completions,gpt-5,,,,,,,,,,18.72
2025-11-29T07:11:11.341Z,chat/completions,gpt-5,,,,,,,,,,14.59
2025-11-29T07:16:24.904Z,chat/completions,gpt-5,,,,,,,,,,16.68
2025-11-29T07:19:13.214Z,chat/completions,gpt-5,,,,,,,,,,23.37
2025-11-29T07:22:32.277Z,chat/completions,gpt-5,,,,,,,,,,18.29
2025-11-29T07:31:53.045Z,chat/completions,gpt-5,,,,,,,,,,19.59
2025-11-29T07:34:08.789Z,chat/completions,gpt-5,,,,,,,,,,13.97
